id,age,salary,score,city,active,join_date
3647,,60098.0,0.686,Mumbai,True,2010-06-01 22:00:00
3648,64.0,133752.0,0.189,Hyderabad,True,2010-06-01 23:00:00
3649,32.0,53550.0,,Delhi,False,2010-06-02 00:00:00
3650,58.0,52864.0,0.863,Kolkata,False,2010-06-02 01:00:00
3651,36.0,28778.0,0.115,Bangalore,True,2010-06-02 02:00:00
3652,43.0,49783.0,0.913,Delhi,False,2010-06-02 03:00:00
3653,69.0,75813.0,0.274,Hyderabad,False,2010-06-02 04:00:00
3654,46.0,116923.0,0.33,Mumbai,True,2010-06-02 05:00:00
3655,39.0,98910.0,0.526,Bangalore,False,2010-06-02 06:00:00
3656,57.0,65596.0,0.188,Bangalore,False,2010-06-02 07:00:00
3657,38.0,41295.0,0.689,Delhi,False,2010-06-02 08:00:00
3658,68.0,38622.0,0.524,Bangalore,False,2010-06-02 09:00:00
3659,55.0,69081.0,0.946,Delhi,True,2010-06-02 10:00:00
3660,37.0,45492.0,,Chennai,False,2010-06-02 11:00:00
3661,46.0,149739.0,0.77,Kolkata,False,2010-06-02 12:00:00
3662,68.0,39733.0,0.185,Delhi,True,2010-06-02 13:00:00
3663,21.0,129082.0,0.214,Kolkata,True,2010-06-02 14:00:00
3664,24.0,32372.0,0.268,Bangalore,False,2010-06-02 15:00:00
3665,45.0,131950.0,0.834,Chennai,False,2010-06-02 16:00:00
3666,45.0,55256.0,0.648,Kolkata,True,2010-06-02 17:00:00
3667,21.0,72945.0,,Bangalore,False,2010-06-02 18:00:00
3668,39.0,93353.0,0.458,Kolkata,True,2010-06-02 19:00:00
3669,29.0,104757.0,0.975,Hyderabad,False,2010-06-02 20:00:00
3670,62.0,84683.0,0.732,Kolkata,False,2010-06-02 21:00:00
3671,20.0,148851.0,0.934,Hyderabad,True,2010-06-02 22:00:00
3672,39.0,134687.0,0.809,Chennai,False,2010-06-02 23:00:00
3673,61.0,137074.0,0.725,Mumbai,False,2010-06-03 00:00:00
3674,19.0,148667.0,0.83,Hyderabad,True,2010-06-03 01:00:00
3675,41.0,125700.0,0.693,Bangalore,False,2010-06-03 02:00:00
3676,51.0,38225.0,0.567,Mumbai,False,2010-06-03 03:00:00
3677,44.0,78546.0,0.736,Hyderabad,False,2010-06-03 04:00:00
3678,58.0,140054.0,0.229,Hyderabad,True,2010-06-03 05:00:00
3679,18.0,147979.0,0.49,Delhi,True,2010-06-03 06:00:00
3680,25.0,28064.0,0.951,Bangalore,False,2010-06-03 07:00:00
3681,,123073.0,0.809,Bangalore,False,2010-06-03 08:00:00
3682,55.0,33986.0,0.926,Hyderabad,True,2010-06-03 09:00:00
3683,23.0,,0.967,Kolkata,True,2010-06-03 10:00:00
3684,39.0,85852.0,0.587,Mumbai,False,2010-06-03 11:00:00
3685,42.0,76605.0,0.196,Delhi,True,2010-06-03 12:00:00
3686,35.0,,0.741,Delhi,True,2010-06-03 13:00:00
3687,34.0,106989.0,0.007,Kolkata,True,2010-06-03 14:00:00
3688,29.0,64006.0,0.089,Mumbai,False,2010-06-03 15:00:00
3689,23.0,52195.0,0.286,Delhi,False,2010-06-03 16:00:00
3690,43.0,20203.0,0.015,Delhi,False,2010-06-03 17:00:00
3691,44.0,60663.0,0.683,Hyderabad,False,2010-06-03 18:00:00
3692,25.0,92103.0,0.817,Delhi,False,2010-06-03 19:00:00
3693,36.0,66814.0,0.754,Delhi,True,2010-06-03 20:00:00
3694,59.0,65248.0,0.144,Mumbai,True,2010-06-03 21:00:00
3695,18.0,27460.0,0.804,Delhi,False,2010-06-03 22:00:00
3696,46.0,138463.0,0.828,Mumbai,False,2010-06-03 23:00:00
3697,62.0,113056.0,0.097,Kolkata,True,2010-06-04 00:00:00
3698,66.0,77230.0,0.492,Hyderabad,True,2010-06-04 01:00:00
3699,52.0,76076.0,0.688,Mumbai,False,2010-06-04 02:00:00
3700,57.0,142268.0,,Delhi,True,2010-06-04 03:00:00
3701,31.0,74710.0,0.889,Kolkata,True,2010-06-04 04:00:00
3702,52.0,83788.0,0.529,Mumbai,True,2010-06-04 05:00:00
3703,65.0,24355.0,0.122,Hyderabad,False,2010-06-04 06:00:00
3704,62.0,51935.0,0.53,Kolkata,False,2010-06-04 07:00:00
3705,37.0,137739.0,,Mumbai,False,2010-06-04 08:00:00
3706,66.0,22663.0,0.954,Bangalore,False,2010-06-04 09:00:00
3707,30.0,61391.0,0.422,Kolkata,True,2010-06-04 10:00:00
3708,55.0,112875.0,0.893,Delhi,True,2010-06-04 11:00:00
3709,66.0,114903.0,0.32,Hyderabad,True,2010-06-04 12:00:00
3710,63.0,142072.0,0.452,Kolkata,False,2010-06-04 13:00:00
3711,66.0,39546.0,0.675,Hyderabad,False,2010-06-04 14:00:00
3712,25.0,93925.0,0.886,Chennai,True,2010-06-04 15:00:00
3713,60.0,106998.0,0.774,Bangalore,False,2010-06-04 16:00:00
3714,37.0,20038.0,0.155,Delhi,False,2010-06-04 17:00:00
3715,50.0,67812.0,0.194,Kolkata,False,2010-06-04 18:00:00
3716,43.0,79862.0,0.068,Hyderabad,False,2010-06-04 19:00:00
3717,56.0,30318.0,0.621,Kolkata,True,2010-06-04 20:00:00
3718,38.0,28920.0,0.44,Kolkata,True,2010-06-04 21:00:00
3719,66.0,81243.0,0.876,Kolkata,True,2010-06-04 22:00:00
3720,59.0,137853.0,0.989,Kolkata,False,2010-06-04 23:00:00
3721,60.0,73931.0,0.879,Kolkata,True,2010-06-05 00:00:00
3722,58.0,124490.0,0.047,Mumbai,True,2010-06-05 01:00:00
3723,26.0,130723.0,0.944,Delhi,True,2010-06-05 02:00:00
3724,41.0,104044.0,0.103,Hyderabad,True,2010-06-05 03:00:00
3725,54.0,99793.0,0.447,Delhi,False,2010-06-05 04:00:00
3726,66.0,43783.0,0.297,Bangalore,True,2010-06-05 05:00:00
3727,58.0,56902.0,0.156,Bangalore,False,2010-06-05 06:00:00
3728,34.0,117845.0,0.171,Hyderabad,False,2010-06-05 07:00:00
3729,41.0,108214.0,0.346,Bangalore,False,2010-06-05 08:00:00
3730,38.0,56539.0,0.025,Kolkata,False,2010-06-05 09:00:00
3731,68.0,100847.0,0.065,Kolkata,False,2010-06-05 10:00:00
3732,56.0,91074.0,0.714,Bangalore,True,2010-06-05 11:00:00
3733,58.0,68949.0,0.626,Chennai,True,2010-06-05 12:00:00
3734,56.0,88793.0,0.099,Delhi,True,2010-06-05 13:00:00
3735,30.0,124765.0,0.432,Delhi,True,2010-06-05 14:00:00
3736,28.0,66543.0,0.608,Delhi,True,2010-06-05 15:00:00
3737,63.0,132047.0,0.098,Delhi,True,2010-06-05 16:00:00
3738,36.0,31398.0,0.972,Kolkata,True,2010-06-05 17:00:00
3739,28.0,115734.0,0.849,Chennai,False,2010-06-05 18:00:00
3740,30.0,101580.0,0.227,Delhi,True,2010-06-05 19:00:00
3741,63.0,107308.0,0.519,Bangalore,False,2010-06-05 20:00:00
3742,62.0,34772.0,0.508,Kolkata,True,2010-06-05 21:00:00
3743,18.0,84114.0,0.334,Bangalore,False,2010-06-05 22:00:00
3744,57.0,93436.0,0.76,Bangalore,True,2010-06-05 23:00:00
3745,61.0,96326.0,0.658,Hyderabad,True,2010-06-06 00:00:00
3746,36.0,49011.0,,Bangalore,True,2010-06-06 01:00:00
3747,29.0,129809.0,0.005,Mumbai,False,2010-06-06 02:00:00
3748,25.0,70396.0,0.604,Chennai,False,2010-06-06 03:00:00
3749,25.0,130583.0,0.993,Kolkata,True,2010-06-06 04:00:00
3750,,86193.0,0.789,Kolkata,True,2010-06-06 05:00:00
3751,29.0,,0.344,Mumbai,False,2010-06-06 06:00:00
3752,65.0,,0.156,Kolkata,True,2010-06-06 07:00:00
3753,50.0,40840.0,0.428,Bangalore,False,2010-06-06 08:00:00
3754,62.0,75220.0,0.424,Chennai,True,2010-06-06 09:00:00
3755,43.0,109967.0,0.585,Chennai,False,2010-06-06 10:00:00
3756,56.0,,0.066,Delhi,True,2010-06-06 11:00:00
3757,,118119.0,0.387,Chennai,True,2010-06-06 12:00:00
3758,22.0,84258.0,,Bangalore,False,2010-06-06 13:00:00
3759,25.0,100061.0,0.644,Kolkata,True,2010-06-06 14:00:00
3760,42.0,83900.0,0.435,Mumbai,False,2010-06-06 15:00:00
3761,44.0,65384.0,0.31,Chennai,True,2010-06-06 16:00:00
3762,63.0,144679.0,0.28,Delhi,False,2010-06-06 17:00:00
3763,40.0,49917.0,0.748,Kolkata,True,2010-06-06 18:00:00
3764,47.0,91499.0,0.429,Bangalore,False,2010-06-06 19:00:00
3765,62.0,132301.0,0.246,Delhi,False,2010-06-06 20:00:00
3766,64.0,108155.0,0.813,Delhi,False,2010-06-06 21:00:00
3767,40.0,90071.0,0.266,Chennai,True,2010-06-06 22:00:00
3768,66.0,76425.0,0.064,Delhi,True,2010-06-06 23:00:00
3769,64.0,100116.0,0.548,Chennai,True,2010-06-07 00:00:00
3770,37.0,133968.0,0.279,Delhi,True,2010-06-07 01:00:00
3771,35.0,64586.0,,Hyderabad,False,2010-06-07 02:00:00
3772,35.0,81321.0,0.502,Kolkata,True,2010-06-07 03:00:00
3773,19.0,84396.0,0.895,Kolkata,False,2010-06-07 04:00:00
3774,21.0,87512.0,0.644,Bangalore,False,2010-06-07 05:00:00
3775,47.0,77089.0,0.018,Chennai,False,2010-06-07 06:00:00
3776,50.0,82272.0,0.379,Chennai,False,2010-06-07 07:00:00
3777,53.0,121973.0,0.247,Bangalore,True,2010-06-07 08:00:00
3778,35.0,,0.67,Chennai,False,2010-06-07 09:00:00
3779,54.0,67055.0,0.457,Bangalore,True,2010-06-07 10:00:00
3780,36.0,,0.173,Mumbai,False,2010-06-07 11:00:00
3781,64.0,149977.0,0.456,Hyderabad,True,2010-06-07 12:00:00
3782,45.0,107516.0,0.931,Chennai,True,2010-06-07 13:00:00
3783,57.0,37673.0,0.411,Kolkata,False,2010-06-07 14:00:00
3784,37.0,122974.0,0.87,Mumbai,True,2010-06-07 15:00:00
3785,66.0,136838.0,0.475,Kolkata,False,2010-06-07 16:00:00
3786,50.0,92957.0,0.758,Kolkata,True,2010-06-07 17:00:00
3787,29.0,68582.0,0.786,Kolkata,True,2010-06-07 18:00:00
3788,68.0,49500.0,0.761,Kolkata,False,2010-06-07 19:00:00
3789,32.0,77856.0,0.638,Hyderabad,False,2010-06-07 20:00:00
3790,58.0,32953.0,0.952,Delhi,True,2010-06-07 21:00:00
3791,56.0,87052.0,0.929,Kolkata,True,2010-06-07 22:00:00
3792,19.0,66340.0,0.303,Hyderabad,False,2010-06-07 23:00:00
3793,,63042.0,0.695,Kolkata,False,2010-06-08 00:00:00
3794,58.0,119708.0,0.665,Chennai,False,2010-06-08 01:00:00
3795,27.0,139180.0,0.2,Delhi,True,2010-06-08 02:00:00
3796,19.0,91706.0,0.265,Delhi,True,2010-06-08 03:00:00
3797,68.0,46507.0,,Mumbai,True,2010-06-08 04:00:00
3798,28.0,144765.0,0.332,Bangalore,False,2010-06-08 05:00:00
3799,30.0,22353.0,0.854,Mumbai,True,2010-06-08 06:00:00
3800,27.0,31999.0,0.757,Delhi,False,2010-06-08 07:00:00
3801,31.0,96474.0,,Hyderabad,True,2010-06-08 08:00:00
3802,35.0,83134.0,0.913,Chennai,True,2010-06-08 09:00:00
3803,68.0,20580.0,0.514,Kolkata,True,2010-06-08 10:00:00
3804,26.0,145092.0,0.835,Mumbai,True,2010-06-08 11:00:00
3805,56.0,105249.0,0.695,Delhi,False,2010-06-08 12:00:00
3806,45.0,93829.0,0.465,Hyderabad,True,2010-06-08 13:00:00
3807,20.0,90086.0,0.194,Delhi,False,2010-06-08 14:00:00
3808,37.0,65248.0,0.43,Mumbai,False,2010-06-08 15:00:00
3809,,113954.0,0.207,Bangalore,False,2010-06-08 16:00:00
3810,44.0,137651.0,0.287,Delhi,True,2010-06-08 17:00:00
3811,19.0,147873.0,0.284,Kolkata,True,2010-06-08 18:00:00
3812,46.0,82249.0,,Hyderabad,True,2010-06-08 19:00:00
3813,55.0,85834.0,0.508,Delhi,True,2010-06-08 20:00:00
3814,20.0,56884.0,0.793,Mumbai,False,2010-06-08 21:00:00
3815,33.0,36428.0,,Chennai,False,2010-06-08 22:00:00
3816,47.0,27647.0,0.612,Kolkata,False,2010-06-08 23:00:00
3817,,,0.407,Chennai,False,2010-06-09 00:00:00
3818,19.0,105779.0,0.857,Kolkata,True,2010-06-09 01:00:00
3819,34.0,90314.0,0.568,Delhi,False,2010-06-09 02:00:00
3820,58.0,83153.0,0.857,Chennai,True,2010-06-09 03:00:00
3821,29.0,100094.0,0.265,Kolkata,False,2010-06-09 04:00:00
3822,52.0,73546.0,0.566,Chennai,True,2010-06-09 05:00:00
3823,60.0,72704.0,0.212,Kolkata,False,2010-06-09 06:00:00
3824,18.0,100919.0,,Chennai,True,2010-06-09 07:00:00
3825,62.0,50033.0,0.587,Mumbai,False,2010-06-09 08:00:00
3826,32.0,105075.0,0.556,Kolkata,True,2010-06-09 09:00:00
3827,43.0,146011.0,0.639,Bangalore,False,2010-06-09 10:00:00
3828,54.0,134975.0,0.375,Kolkata,True,2010-06-09 11:00:00
3829,38.0,105625.0,0.192,Kolkata,False,2010-06-09 12:00:00
3830,66.0,118820.0,0.806,Mumbai,False,2010-06-09 13:00:00
3831,48.0,,0.384,Mumbai,True,2010-06-09 14:00:00
3832,42.0,87737.0,0.989,Bangalore,True,2010-06-09 15:00:00
3833,40.0,51000.0,0.481,Hyderabad,True,2010-06-09 16:00:00
3834,41.0,92113.0,0.49,Hyderabad,False,2010-06-09 17:00:00
3835,55.0,32629.0,0.678,Bangalore,False,2010-06-09 18:00:00
3836,45.0,126406.0,0.667,Kolkata,True,2010-06-09 19:00:00
3837,38.0,81525.0,0.181,Mumbai,False,2010-06-09 20:00:00
3838,60.0,56426.0,0.272,Bangalore,True,2010-06-09 21:00:00
3839,35.0,26922.0,0.232,Hyderabad,False,2010-06-09 22:00:00
3840,53.0,,0.053,Bangalore,True,2010-06-09 23:00:00
3841,52.0,113435.0,0.022,Bangalore,False,2010-06-10 00:00:00
3842,62.0,146956.0,0.645,Kolkata,True,2010-06-10 01:00:00
3843,26.0,115299.0,0.499,Hyderabad,True,2010-06-10 02:00:00
3844,55.0,89472.0,0.895,Chennai,True,2010-06-10 03:00:00
3845,47.0,111281.0,0.301,Bangalore,True,2010-06-10 04:00:00
3846,61.0,119294.0,0.788,Delhi,False,2010-06-10 05:00:00
3847,51.0,106891.0,0.103,Kolkata,False,2010-06-10 06:00:00
3848,49.0,81049.0,,Hyderabad,True,2010-06-10 07:00:00
3849,20.0,116155.0,0.921,Hyderabad,False,2010-06-10 08:00:00
3850,20.0,27721.0,0.627,Kolkata,True,2010-06-10 09:00:00
3851,45.0,136539.0,0.736,Delhi,True,2010-06-10 10:00:00
3852,61.0,60957.0,0.988,Hyderabad,False,2010-06-10 11:00:00
3853,32.0,121013.0,,Mumbai,False,2010-06-10 12:00:00
3854,58.0,73159.0,0.029,Hyderabad,False,2010-06-10 13:00:00
3855,40.0,137309.0,0.683,Delhi,False,2010-06-10 14:00:00
3856,57.0,131870.0,0.013,Hyderabad,False,2010-06-10 15:00:00
3857,28.0,87714.0,0.568,Chennai,False,2010-06-10 16:00:00
3858,65.0,119142.0,0.597,Hyderabad,False,2010-06-10 17:00:00
3859,49.0,115166.0,0.585,Mumbai,False,2010-06-10 18:00:00
3860,53.0,131992.0,0.166,Kolkata,True,2010-06-10 19:00:00
3861,50.0,29747.0,0.077,Mumbai,False,2010-06-10 20:00:00
3862,41.0,144102.0,0.908,Hyderabad,True,2010-06-10 21:00:00
3863,56.0,41318.0,0.542,Bangalore,True,2010-06-10 22:00:00
3864,51.0,149244.0,0.323,Chennai,True,2010-06-10 23:00:00
3865,45.0,46619.0,0.772,Hyderabad,False,2010-06-11 00:00:00
3866,54.0,127929.0,0.922,Chennai,True,2010-06-11 01:00:00
3867,24.0,93640.0,,Mumbai,True,2010-06-11 02:00:00
3868,21.0,67746.0,0.098,Bangalore,True,2010-06-11 03:00:00
3869,54.0,27338.0,0.693,Hyderabad,False,2010-06-11 04:00:00
3870,18.0,86704.0,0.908,Chennai,False,2010-06-11 05:00:00
3871,,149511.0,0.98,Delhi,False,2010-06-11 06:00:00
3872,64.0,100723.0,0.814,Kolkata,False,2010-06-11 07:00:00
3873,37.0,,0.268,Hyderabad,True,2010-06-11 08:00:00
3874,,76500.0,0.358,Delhi,False,2010-06-11 09:00:00
3875,46.0,86483.0,0.137,Mumbai,True,2010-06-11 10:00:00
3876,27.0,118464.0,0.713,Bangalore,True,2010-06-11 11:00:00
3877,35.0,114671.0,0.169,Bangalore,False,2010-06-11 12:00:00
3878,45.0,31323.0,0.432,Hyderabad,True,2010-06-11 13:00:00
3879,52.0,100086.0,0.532,Bangalore,False,2010-06-11 14:00:00
3880,60.0,88163.0,0.383,Hyderabad,False,2010-06-11 15:00:00
3881,64.0,148951.0,0.15,Chennai,False,2010-06-11 16:00:00
3882,48.0,101768.0,0.29,Chennai,False,2010-06-11 17:00:00
3883,44.0,148191.0,0.633,Chennai,False,2010-06-11 18:00:00
3884,28.0,38919.0,0.727,Kolkata,True,2010-06-11 19:00:00
3885,,38656.0,0.615,Hyderabad,True,2010-06-11 20:00:00
3886,66.0,138151.0,0.966,Kolkata,False,2010-06-11 21:00:00
3887,55.0,73956.0,0.614,Delhi,False,2010-06-11 22:00:00
3888,22.0,36544.0,0.225,Mumbai,True,2010-06-11 23:00:00
3889,25.0,70936.0,0.491,Delhi,True,2010-06-12 00:00:00
3890,51.0,79288.0,0.836,Delhi,False,2010-06-12 01:00:00
3891,65.0,108518.0,0.326,Bangalore,True,2010-06-12 02:00:00
3892,69.0,39566.0,0.737,Delhi,False,2010-06-12 03:00:00
3893,29.0,,0.785,Hyderabad,False,2010-06-12 04:00:00
3894,55.0,34880.0,0.934,Bangalore,False,2010-06-12 05:00:00
3895,18.0,72776.0,0.401,Kolkata,True,2010-06-12 06:00:00
3896,48.0,31936.0,0.259,Bangalore,False,2010-06-12 07:00:00
3897,21.0,116284.0,0.508,Delhi,False,2010-06-12 08:00:00
3898,66.0,143646.0,0.994,Hyderabad,False,2010-06-12 09:00:00
3899,62.0,103947.0,0.902,Bangalore,True,2010-06-12 10:00:00
3900,67.0,32198.0,0.284,Chennai,True,2010-06-12 11:00:00
3901,22.0,28376.0,0.197,Bangalore,False,2010-06-12 12:00:00
3902,47.0,87432.0,0.477,Kolkata,False,2010-06-12 13:00:00
3903,41.0,129791.0,0.166,Mumbai,True,2010-06-12 14:00:00
3904,20.0,55172.0,0.758,Kolkata,True,2010-06-12 15:00:00
3905,28.0,104459.0,0.037,Delhi,True,2010-06-12 16:00:00
3906,62.0,37116.0,0.225,Chennai,False,2010-06-12 17:00:00
3907,21.0,83295.0,0.018,Delhi,False,2010-06-12 18:00:00
3908,43.0,29813.0,0.227,Kolkata,False,2010-06-12 19:00:00
3909,44.0,118881.0,0.052,Mumbai,False,2010-06-12 20:00:00
3910,63.0,71313.0,0.674,Kolkata,True,2010-06-12 21:00:00
3911,60.0,126873.0,0.57,Delhi,True,2010-06-12 22:00:00
3912,,40232.0,0.214,Chennai,False,2010-06-12 23:00:00
3913,59.0,103228.0,,Mumbai,True,2010-06-13 00:00:00
3914,68.0,97920.0,0.291,Chennai,False,2010-06-13 01:00:00
3915,67.0,53609.0,,Mumbai,False,2010-06-13 02:00:00
3916,23.0,136859.0,0.151,Mumbai,False,2010-06-13 03:00:00
3917,32.0,77499.0,0.122,Bangalore,True,2010-06-13 04:00:00
3918,47.0,59021.0,0.508,Kolkata,False,2010-06-13 05:00:00
3919,59.0,,0.865,Chennai,False,2010-06-13 06:00:00
3920,54.0,111814.0,0.224,Mumbai,False,2010-06-13 07:00:00
3921,54.0,96363.0,0.106,Mumbai,True,2010-06-13 08:00:00
3922,59.0,105305.0,0.492,Hyderabad,False,2010-06-13 09:00:00
3923,54.0,24821.0,0.732,Kolkata,True,2010-06-13 10:00:00
3924,52.0,140501.0,0.618,Chennai,True,2010-06-13 11:00:00
3925,40.0,37797.0,0.418,Hyderabad,False,2010-06-13 12:00:00
3926,23.0,85580.0,0.04,Mumbai,False,2010-06-13 13:00:00
3927,21.0,115143.0,0.301,Hyderabad,False,2010-06-13 14:00:00
3928,35.0,,0.919,Delhi,True,2010-06-13 15:00:00
3929,26.0,25236.0,0.223,Kolkata,False,2010-06-13 16:00:00
3930,66.0,46745.0,0.614,Chennai,True,2010-06-13 17:00:00
3931,46.0,26625.0,0.907,Chennai,False,2010-06-13 18:00:00
3932,30.0,113353.0,0.488,Delhi,True,2010-06-13 19:00:00
3933,64.0,39109.0,0.446,Kolkata,True,2010-06-13 20:00:00
3934,69.0,45999.0,0.141,Delhi,False,2010-06-13 21:00:00
3935,34.0,60777.0,0.981,Hyderabad,False,2010-06-13 22:00:00
3936,62.0,,0.177,Delhi,True,2010-06-13 23:00:00
3937,49.0,58548.0,0.481,Mumbai,False,2010-06-14 00:00:00
3938,65.0,90131.0,0.171,Delhi,True,2010-06-14 01:00:00
3939,,61033.0,0.348,Hyderabad,True,2010-06-14 02:00:00
3940,21.0,72170.0,0.884,Bangalore,True,2010-06-14 03:00:00
3941,22.0,59060.0,0.643,Chennai,True,2010-06-14 04:00:00
3942,54.0,,0.01,Delhi,True,2010-06-14 05:00:00
3943,58.0,78235.0,0.967,Kolkata,True,2010-06-14 06:00:00
3944,66.0,96860.0,0.784,Bangalore,False,2010-06-14 07:00:00
3945,30.0,112001.0,0.998,Delhi,True,2010-06-14 08:00:00
3946,51.0,115285.0,0.763,Mumbai,False,2010-06-14 09:00:00
3947,62.0,45822.0,0.765,Chennai,True,2010-06-14 10:00:00
3948,39.0,97530.0,0.699,Chennai,False,2010-06-14 11:00:00
3949,40.0,,0.423,Bangalore,True,2010-06-14 12:00:00
3950,68.0,140123.0,0.315,Delhi,False,2010-06-14 13:00:00
3951,20.0,54985.0,0.525,Mumbai,True,2010-06-14 14:00:00
3952,59.0,45276.0,,Mumbai,False,2010-06-14 15:00:00
3953,51.0,63039.0,0.722,Kolkata,False,2010-06-14 16:00:00
3954,49.0,101972.0,0.997,Hyderabad,True,2010-06-14 17:00:00
3955,62.0,22987.0,0.601,Hyderabad,False,2010-06-14 18:00:00
3956,68.0,28330.0,0.856,Mumbai,True,2010-06-14 19:00:00
3957,66.0,45973.0,0.172,Mumbai,True,2010-06-14 20:00:00
3958,38.0,84558.0,0.825,Bangalore,True,2010-06-14 21:00:00
3959,63.0,38521.0,0.907,Hyderabad,True,2010-06-14 22:00:00
3960,61.0,119131.0,0.839,Delhi,False,2010-06-14 23:00:00
3961,38.0,,0.627,Delhi,False,2010-06-15 00:00:00
3962,,110084.0,0.926,Hyderabad,True,2010-06-15 01:00:00
3963,28.0,68119.0,0.961,Delhi,True,2010-06-15 02:00:00
3964,56.0,134619.0,0.815,Bangalore,True,2010-06-15 03:00:00
3965,21.0,47552.0,0.547,Kolkata,True,2010-06-15 04:00:00
3966,68.0,135936.0,0.835,Delhi,False,2010-06-15 05:00:00
3967,18.0,114761.0,0.372,Bangalore,False,2010-06-15 06:00:00
3968,45.0,57603.0,0.347,Delhi,True,2010-06-15 07:00:00
3969,41.0,48940.0,0.348,Chennai,False,2010-06-15 08:00:00
3970,52.0,65965.0,0.199,Delhi,False,2010-06-15 09:00:00
3971,30.0,28377.0,0.623,Delhi,False,2010-06-15 10:00:00
3972,64.0,88978.0,0.661,Hyderabad,True,2010-06-15 11:00:00
3973,51.0,82308.0,,Kolkata,True,2010-06-15 12:00:00
3974,28.0,92938.0,0.695,Delhi,False,2010-06-15 13:00:00
3975,53.0,55961.0,0.78,Bangalore,True,2010-06-15 14:00:00
3976,68.0,116679.0,0.689,Bangalore,True,2010-06-15 15:00:00
3977,34.0,24928.0,0.697,Bangalore,True,2010-06-15 16:00:00
3978,52.0,29604.0,0.341,Bangalore,False,2010-06-15 17:00:00
3979,35.0,68029.0,0.966,Chennai,True,2010-06-15 18:00:00
3980,,113300.0,0.639,Kolkata,True,2010-06-15 19:00:00
3981,39.0,33777.0,0.587,Mumbai,False,2010-06-15 20:00:00
3982,,60364.0,0.847,Hyderabad,False,2010-06-15 21:00:00
3983,36.0,72068.0,0.421,Hyderabad,True,2010-06-15 22:00:00
3984,54.0,45591.0,0.096,Mumbai,False,2010-06-15 23:00:00
3985,56.0,90073.0,0.24,Bangalore,False,2010-06-16 00:00:00
3986,38.0,81478.0,0.808,Mumbai,True,2010-06-16 01:00:00
3987,25.0,76203.0,0.732,Kolkata,True,2010-06-16 02:00:00
3988,45.0,51905.0,0.117,Bangalore,True,2010-06-16 03:00:00
3989,22.0,132236.0,0.07,Kolkata,True,2010-06-16 04:00:00
3990,34.0,123949.0,0.622,Kolkata,True,2010-06-16 05:00:00
3991,54.0,24261.0,0.939,Hyderabad,True,2010-06-16 06:00:00
3992,53.0,54703.0,0.175,Bangalore,False,2010-06-16 07:00:00
3993,36.0,77193.0,0.549,Chennai,True,2010-06-16 08:00:00
3994,44.0,111580.0,0.812,Bangalore,True,2010-06-16 09:00:00
3995,51.0,57306.0,,Chennai,True,2010-06-16 10:00:00
3996,28.0,89962.0,0.351,Kolkata,False,2010-06-16 11:00:00
3997,62.0,82432.0,0.791,Chennai,True,2010-06-16 12:00:00
3998,64.0,21358.0,,Mumbai,False,2010-06-16 13:00:00
3999,29.0,98959.0,0.83,Mumbai,True,2010-06-16 14:00:00
4000,38.0,54537.0,0.945,Delhi,True,2010-06-16 15:00:00
4001,28.0,47337.0,0.151,Mumbai,True,2010-06-16 16:00:00
4002,56.0,145762.0,,Bangalore,True,2010-06-16 17:00:00
4003,,149162.0,0.986,Delhi,True,2010-06-16 18:00:00
4004,22.0,148778.0,0.595,Chennai,True,2010-06-16 19:00:00
4005,34.0,83247.0,0.67,Mumbai,False,2010-06-16 20:00:00
4006,37.0,111301.0,0.884,Delhi,True,2010-06-16 21:00:00
4007,58.0,66493.0,0.691,Mumbai,True,2010-06-16 22:00:00
4008,63.0,37576.0,0.683,Bangalore,True,2010-06-16 23:00:00
4009,29.0,55584.0,0.105,Hyderabad,True,2010-06-17 00:00:00
4010,23.0,,,Delhi,False,2010-06-17 01:00:00
4011,34.0,113733.0,0.673,Mumbai,False,2010-06-17 02:00:00
4012,68.0,,0.807,Delhi,True,2010-06-17 03:00:00
4013,,24856.0,0.413,Hyderabad,True,2010-06-17 04:00:00
4014,43.0,115980.0,0.124,Mumbai,True,2010-06-17 05:00:00
4015,65.0,107137.0,0.366,Delhi,True,2010-06-17 06:00:00
4016,61.0,133723.0,0.43,Bangalore,True,2010-06-17 07:00:00
4017,61.0,102962.0,0.751,Mumbai,True,2010-06-17 08:00:00
4018,69.0,107163.0,0.02,Bangalore,True,2010-06-17 09:00:00
4019,49.0,61185.0,0.386,Kolkata,True,2010-06-17 10:00:00
4020,23.0,95706.0,0.448,Delhi,True,2010-06-17 11:00:00
4021,53.0,92291.0,0.55,Kolkata,True,2010-06-17 12:00:00
4022,55.0,108387.0,0.97,Mumbai,False,2010-06-17 13:00:00
4023,28.0,56745.0,0.741,Kolkata,True,2010-06-17 14:00:00
4024,50.0,49712.0,,Kolkata,True,2010-06-17 15:00:00
4025,41.0,32023.0,0.634,Mumbai,False,2010-06-17 16:00:00
4026,40.0,145524.0,0.346,Mumbai,False,2010-06-17 17:00:00
4027,32.0,120187.0,0.811,Bangalore,False,2010-06-17 18:00:00
4028,44.0,82919.0,0.171,Hyderabad,False,2010-06-17 19:00:00
4029,28.0,20540.0,0.145,Bangalore,False,2010-06-17 20:00:00
4030,68.0,28837.0,0.101,Hyderabad,True,2010-06-17 21:00:00
4031,67.0,139773.0,0.544,Bangalore,True,2010-06-17 22:00:00
